image,caption,captions_number,id
2782433864_5a0c311d87.jpg,Two dogs meet and check out a third dog at the beach .,14633,2926
2782433864_5a0c311d87.jpg,Two small dogs facing a third dog .,14634,2926
2782480767_064c95eff2.jpg,A girl holds her breath underwater in a pool .,14635,2927
2782480767_064c95eff2.jpg,A girl is about to emerge from a swimming pool .,14636,2927
2782480767_064c95eff2.jpg,A girl underwater in a pool .,14637,2927
2782480767_064c95eff2.jpg,A little girl is swimming under the crystal blue water .,14638,2927
2782480767_064c95eff2.jpg,A young girl in a swimming pool is coming up for air after being underwater .,14639,2927
2782850287_1408f7ec43.jpg,A girl and boy wearing swimming goggles have their arms around each other .,14640,2928
2782850287_1408f7ec43.jpg,A little boy and a little girl wearing goggles pose next to a swimming pool .,14641,2928
2782850287_1408f7ec43.jpg,The boy and girl are wearing swimming goggles .,14642,2928
2782850287_1408f7ec43.jpg,Two children in goggles standing beside a pool .,14643,2928
2782850287_1408f7ec43.jpg,Two children with goggles stand before a pool .,14644,2928
2783620390_02c166c733.jpg,A motorcycle racer is riding a black motorcycle .,14645,2929
2783620390_02c166c733.jpg,A motorcyclist is going a very high speeds .,14646,2929
2783620390_02c166c733.jpg,A motorcyclist is speeding on a road .,14647,2929
2783620390_02c166c733.jpg,A person rides a motorcycle quickly .,14648,2929
2783620390_02c166c733.jpg,"Motorcycle rider crouches on bike , blurry background .",14649,2929
278388986_78ba84eb8f.jpg,Two hikers stand at the top of a snowy mountain .,14650,2930
278388986_78ba84eb8f.jpg,Two mountain climbers stand atop a snowy peak .,14651,2930
278388986_78ba84eb8f.jpg,"Two mountain climbers stand on the ridge of a tall , snowy mountain .",14652,2930
278388986_78ba84eb8f.jpg,Two mountain climbers stand on the top of a mountain looking around .,14653,2930
278388986_78ba84eb8f.jpg,Two people stand on the top of a snow covered mountain .,14654,2930
2784408839_53a25a21eb.jpg,A person in a blue kayak is navigating rapids in a river .,14655,2931
2784408839_53a25a21eb.jpg,A person in a kayak is going over a small waterfall .,14656,2931
2784408839_53a25a21eb.jpg,A person kayaking down a small waterfall .,14657,2931
2784408839_53a25a21eb.jpg,A person kayak 's over a waterfall .,14658,2931
2784408839_53a25a21eb.jpg,The blue kayak is being ridden over a small waterfall .,14659,2931
2784625888_71a421e171.jpg,A black dog jumps a horizontal bar in a grassy feild .,14660,2932
2784625888_71a421e171.jpg,A black dog jumps a hurdle in a grassy area .,14661,2932
2784625888_71a421e171.jpg,A black dog jumps over a pole on green grass .,14662,2932
2784625888_71a421e171.jpg,A medium sized black dog jumps over a gate,14663,2932
2784625888_71a421e171.jpg,The black dog is jumping over the white pole in the grass .,14664,2932
278496691_c1fd93e2d8.jpg,a crowd of people walk .,14665,2933
278496691_c1fd93e2d8.jpg,A group of runners carry an injured runner out of a race .,14666,2933
278496691_c1fd93e2d8.jpg,"A man being carried by a group of other men , people looking on behind a barrier .",14667,2933
278496691_c1fd93e2d8.jpg,Group carrying injured man as spectators watch from behind fence .,14668,2933
278496691_c1fd93e2d8.jpg,The injured athlete is being carried by several people .,14669,2933
2785108434_cd4a1c949c.jpg,A boy is jumping over shallow water near some large rocks .,14670,2934
2785108434_cd4a1c949c.jpg,A child jumping in the air on the beach .,14671,2934
2785108434_cd4a1c949c.jpg,A child jumps in the air over the watery beach .,14672,2934
2785108434_cd4a1c949c.jpg,A little kid jumps up into the air above the ocean .,14673,2934
2785108434_cd4a1c949c.jpg,A young boy jumps for joy in front of a rock formation .,14674,2934
2785115802_137fa30000.jpg,A black and white dog is swimming .,14675,2935
2785115802_137fa30000.jpg,A dog swims in the water .,14676,2935
2785115802_137fa30000.jpg,A dog swims through deep water .,14677,2935
2785115802_137fa30000.jpg,A large black and white dog is swimming in the water .,14678,2935
2785115802_137fa30000.jpg,The black and white dog swims with a brown object in its mouth .,14679,2935
278559394_b23af734b9.jpg,A man and an old woman stand and look at somthing behind the photographer .,14680,2936
278559394_b23af734b9.jpg,A man stands with several people silhouetted against a blue sky,14681,2936
278559394_b23af734b9.jpg,A young man stares into the distance while an older lady looks the other way .,14682,2936
278559394_b23af734b9.jpg,Group of people on a sunny day .,14683,2936
278559394_b23af734b9.jpg,Several people are standing around under a clear blue sky .,14684,2936
278608022_4175813019.jpg,"A girl , in a green field , plays soccer .",14685,2937
278608022_4175813019.jpg,A girl is about to kick a soccer ball in the grass .,14686,2937
278608022_4175813019.jpg,A girl prepares to kick a soccer ball while a boy looks on .,14687,2937
278608022_4175813019.jpg,A male watches a young female playing soccer .,14688,2937
278608022_4175813019.jpg,Two kids playing soccer in a field .,14689,2937
2786245676_0a69543832.jpg,A little boy wearing a red wristband grins as he holds something .,14690,2938
2786245676_0a69543832.jpg,A small boy wearing a light blue shirt smiles as he holds something in his hand .,14691,2938
2786245676_0a69543832.jpg,A young boy smiling with something in his hand,14692,2938
2786245676_0a69543832.jpg,a young man wearing a blue striped shirt standing in front of a floral patterened couch,14693,2938
2786245676_0a69543832.jpg,"Near a window and a chair , a young boy in a blue shirt holds something in his hand and smiles .",14694,2938
2786299623_a3c48bd318.jpg,a lone woman wearing a bikini on a beach walking a dog on a leash,14695,2939
2786299623_a3c48bd318.jpg,A woman in a bathing suit walks a dog on the beach .,14696,2939
2786299623_a3c48bd318.jpg,A woman in a bikini pulls a dog on a leash at the beach .,14697,2939
2786299623_a3c48bd318.jpg,A woman is standing at the beach with her dog on a leash,14698,2939
2786299623_a3c48bd318.jpg,A woman walking a dog on a beach .,14699,2939
2787276494_82703f570a.jpg,A little boy in green goggles and a white life jacket jumps into the water .,14700,2940
2787276494_82703f570a.jpg,A little boy in red shorts jumps into the water .,14701,2940
2787276494_82703f570a.jpg,A person jumps off of a ledge into a body of water .,14702,2940
2787276494_82703f570a.jpg,Boy with life jacket jumping into water,14703,2940
2787276494_82703f570a.jpg,Guy with ski jacket jumping off bridge into water,14704,2940
2787868417_810985234d.jpg,a blond girl in a pink bathing suit running through the sprinklers,14705,2941
2787868417_810985234d.jpg,A girl in pink runs through a sprinkler .,14706,2941
2787868417_810985234d.jpg,A girl runs through sprinklers on a lawn .,14707,2941
2787868417_810985234d.jpg,A little girl in pink in running through a sprinkler .,14708,2941
2787868417_810985234d.jpg,A little girl wearing a pink dress is running across the grass .,14709,2941
2788628994_61123c03d2.jpg,A man in a blue jacket bikes down a forest path .,14710,2942
2788628994_61123c03d2.jpg,A man rides a bike down a trail in a pine forest .,14711,2942
2788628994_61123c03d2.jpg,A person on a bike rides through a wooded area .,14712,2942
2788628994_61123c03d2.jpg,Tall trees reach to the horizon as a cyclist navigates the way through the tangled roots .,14713,2942
2788628994_61123c03d2.jpg,The biker is riding through the woods .,14714,2942
2788652511_4f10060e07.jpg,A boy with an orange shirt lies on a bodyboard in the surf .,14715,2943
2788652511_4f10060e07.jpg,A child in orange is on a boogie board in the waves .,14716,2943
2788652511_4f10060e07.jpg,A young boy rides his boogie-board through the ocean spray .,14717,2943
2788652511_4f10060e07.jpg,A young child wearing a yellow wetsuit rides on a surfboard .,14718,2943
2788652511_4f10060e07.jpg,"The child is on a boogie board , with waves splashing around .",14719,2943
2788945468_74a9618cfa.jpg,A man is posing in front of a brick wall that has framed pictures on it .,14720,2944
2788945468_74a9618cfa.jpg,A man is standing in front of an interior brick wall with pictures along the top .,14721,2944
2788945468_74a9618cfa.jpg,a middle aged man is standing next to a white wall underneath some catholic theme pictures .,14722,2944
2788945468_74a9618cfa.jpg,A smiling man in a check shirt stands below a row of religious pictures .,14723,2944
2788945468_74a9618cfa.jpg,Pictures on a white brick wall with a smiling man standing in front of the wall .,14724,2944
2789238858_14261dd25a.jpg,A dog racing around a track .,14725,2945
2789238858_14261dd25a.jpg,A dog racing on a track .,14726,2945
2789238858_14261dd25a.jpg,A greyhound with a muzzle runs on a racetrack .,14727,2945
2789238858_14261dd25a.jpg,A muzzled greyhound dog is running around a track .,14728,2945
2789238858_14261dd25a.jpg,a muzzled greyhound dog running around a track,14729,2945
2789350645_96a2535b4d.jpg,A big black poodle running on the grass with a toy in its mouth .,14730,2946
2789350645_96a2535b4d.jpg,A brown dog frolics in a field carrying a plush toy,14731,2946
2789350645_96a2535b4d.jpg,A curly brown dog runs across the lawn carrying a toy in its mouth .,14732,2946
2789350645_96a2535b4d.jpg,A dog jumps and catches a chew toy .,14733,2946
2789350645_96a2535b4d.jpg,The black dog is running on the grass with a toy in its mouth .,14734,2946
2789648482_1df61f224a.jpg,A boy jumps off a platform whilst two other boys stand and watch .,14735,2947
2789648482_1df61f224a.jpg,A child is jumping off a platform into a pool .,14736,2947
2789648482_1df61f224a.jpg,Three boys jumping off of a platform .,14737,2947
2789648482_1df61f224a.jpg,"Three children on diving board , with one jumping off .",14738,2947
2789648482_1df61f224a.jpg,Two boys standing on top of a diving platform and one captured midair .,14739,2947
2789688929_9424fceed1.jpg,Two elderly females sitting on a white bench amongst trees .,14740,2948
2789688929_9424fceed1.jpg,Two elderly women sitting on a white bench .,14741,2948
2789688929_9424fceed1.jpg,Two older women sit on a park bench at the park .,14742,2948
2789688929_9424fceed1.jpg,Two older women sit on a white bench in a park .,14743,2948
2789688929_9424fceed1.jpg,Two senior women sit outside on a bench on a sunny day .,14744,2948
2789937754_5d1fa62e95.jpg,A group of people mill around while a man in a fish costume descends a staircase .,14745,2949
2789937754_5d1fa62e95.jpg,A group of people waiting in line for a game .,14746,2949
2789937754_5d1fa62e95.jpg,An overweight family with sling across bags stand near a group of people .,14747,2949
2789937754_5d1fa62e95.jpg,A woman in a red shirt stands by a man in a white shirt and a woman in a black shirt in front of a stairway .,14748,2949
2789937754_5d1fa62e95.jpg,People walk in a building near a set of stairs .,14749,2949
2790909995_8b7a03d9d1.jpg,A brown dog is running though some sand .,14750,2950
2790909995_8b7a03d9d1.jpg,A dog is jumping in some sand .,14751,2950
2790909995_8b7a03d9d1.jpg,"A dog running in the sand , grass in the background .",14752,2950
2790909995_8b7a03d9d1.jpg,A dog running through the sand .,14753,2950
2790909995_8b7a03d9d1.jpg,A dog runs through sand .,14754,2950
2792195540_af5fb95caa.jpg,Above view of multiple people skydiving .,14755,2951
2792195540_af5fb95caa.jpg,A group of people are shown sky-diving as they fall through the sky .,14756,2951
2792195540_af5fb95caa.jpg,A sky jumper falls toward the sea and the earth .,14757,2951
2792195540_af5fb95caa.jpg,People are skydiving .,14758,2951
2792195540_af5fb95caa.jpg,Skydivers in formation .,14759,2951
2792212974_23b1ef05fa.jpg,A girl shakes her hair in a swimming pool .,14760,2952
2792212974_23b1ef05fa.jpg,"A person emerges from a pool of water , the water cascading from their hair .",14761,2952
2792212974_23b1ef05fa.jpg,A person is in the water and throwing their hair back .,14762,2952
2792212974_23b1ef05fa.jpg,a woman swinging her head out of the water,14763,2952
2792212974_23b1ef05fa.jpg,Woman 's long wet hair gives off spray in water,14764,2952
279230262_e541f9b670.jpg,A black dog is in midair as a woman behind it cheers .,14765,2953
279230262_e541f9b670.jpg,A black dog leaps in the air while a woman yells in the background .,14766,2953
279230262_e541f9b670.jpg,a black dog running really fast with a blond woman running after him in the background .,14767,2953
279230262_e541f9b670.jpg,A woman in a blue shirt is running behind a black dog .,14768,2953
279230262_e541f9b670.jpg,woman running after dog,14769,2953
2792409624_2731b1072c.jpg,A black and white dog is drooling whilst walking on the grass .,14770,2954
2792409624_2731b1072c.jpg,A black and white dog is running through grass .,14771,2954
2792409624_2731b1072c.jpg,Black and White Dog runs across a lawn while drooling .,14772,2954
2792409624_2731b1072c.jpg,The black and white dog is running on the grass .,14773,2954
2792409624_2731b1072c.jpg,The black and white dog runs through the grass .,14774,2954
2795287622_da187a3e86.jpg,A girl jumping from a diving board into a pool,14775,2955
2795287622_da187a3e86.jpg,A girl jumping into a swimming pool,14776,2955
2795287622_da187a3e86.jpg,A girl jumps off of a diving board into a pool .,14777,2955
2795287622_da187a3e86.jpg,A little girl is jumping off the diving board into a pool .,14778,2955
2795287622_da187a3e86.jpg,A young girl in a pink and yellow bathing suit jumps from a diving board into a pool .,14779,2955
2795352290_9209b214f3.jpg,A little girl screams while wearing bows in her hair .,14780,2956
2795352290_9209b214f3.jpg,A small girl with colorful barettes in her hair yawns .,14781,2956
2795352290_9209b214f3.jpg,A toddler with colorful hairclips yawns at the window .,14782,2956
2795352290_9209b214f3.jpg,A young girl with hair ribbons yawning .,14783,2956
2795352290_9209b214f3.jpg,Girl screaming with bows in her hair .,14784,2956
279550225_d64d56158a.jpg,A man shows off his tongue ring while posing with a girl .,14785,2957
279550225_d64d56158a.jpg,"A man sticks his tongue out at the camera , a woman smirks at it .",14786,2957
279550225_d64d56158a.jpg,Man with a pierced tongue next to a woman .,14787,2957
279550225_d64d56158a.jpg,The man and woman are sitting together and smiling .,14788,2957
279550225_d64d56158a.jpg,Young man shows his tongue piercing while a woman stands next to him,14789,2957
2795866891_7559fd8422.jpg,A boy in shorts doing a skateboard trick .,14790,2958
2795866891_7559fd8422.jpg,A man does skateboard tricks in a parking lot at night .,14791,2958
2795866891_7559fd8422.jpg,a skateboarder grinds a curb .,14792,2958
2795866891_7559fd8422.jpg,a skateboarder is riding his board along the boundary stone of a parking lot .,14793,2958
2795866891_7559fd8422.jpg,A skateboard is grinding on a curb with his skateboard .,14794,2958
2796801478_8ebd7e550b.jpg,A man rides his skateboard with his shadow falling on a wall covered in graffiti .,14795,2959
2796801478_8ebd7e550b.jpg,A skateboarder grinding a lip .,14796,2959
2796801478_8ebd7e550b.jpg,A skateboarder is jumping through the air in front of a graffiti covered wall .,14797,2959
2796801478_8ebd7e550b.jpg,A skateboarder performs a skateboard trick against a graffiti wall .,14798,2959
2796801478_8ebd7e550b.jpg,A skateboarder performs tricks on a ramp in front of a wall with graffiti .,14799,2959
2797149878_bb8e27ecf9.jpg,A blond boy in a dark hoodie is holding a fishing rod .,14800,2960
2797149878_bb8e27ecf9.jpg,A boy on the beach casts a fishing pole in the water .,14801,2960
2797149878_bb8e27ecf9.jpg,A little boy is holding a fishing rod .,14802,2960
2797149878_bb8e27ecf9.jpg,A young boy wearing a black hoodie is holding a fishing pole .,14803,2960
2797149878_bb8e27ecf9.jpg,A young male holding a fishing pole .,14804,2960
2797185895_4d9e1e9508.jpg,A red boat is paddled down the rapids by two people .,14805,2961
2797185895_4d9e1e9508.jpg,Two canooers paddle through some rapids .,14806,2961
2797185895_4d9e1e9508.jpg,Two people in jackets are rowing a canoe down a river .,14807,2961
2797185895_4d9e1e9508.jpg,Two people rafting down a river near pine trees .,14808,2961
2797185895_4d9e1e9508.jpg,Two people row a boat past rocks in water .,14809,2961
2797188545_aeb26c54c0.jpg,A couple in a red canoe paddle down a rough river lined with trees .,14810,2962
2797188545_aeb26c54c0.jpg,Two paddlers in a red canoe approach a couple of large rocks in the rushing river with conifers in the background .,14811,2962
2797188545_aeb26c54c0.jpg,Two people are in a canoe .,14812,2962
2797188545_aeb26c54c0.jpg,Two people canoeing down a river in a red canoe .,14813,2962
2797188545_aeb26c54c0.jpg,Two people paddle a canoe down a rough stretch of river near a pine forest .,14814,2962
279728508_6bd7281f3c.jpg,A boy jumps into water fully clothed .,14815,2963
279728508_6bd7281f3c.jpg,A boy jumps into water while another watches .,14816,2963
279728508_6bd7281f3c.jpg,A boys jumps in the water while another boy looks on .,14817,2963
279728508_6bd7281f3c.jpg,A kid jumps over a small waterful while another boy looks on .,14818,2963
279728508_6bd7281f3c.jpg,Two boys playing in a lake .,14819,2963
2797438951_88a3ed7541.jpg,A girl in a green bathing suit jumps off a building into a lake .,14820,2964
2797438951_88a3ed7541.jpg,A girl in a green bathing suit leaping into a lake .,14821,2964
2797438951_88a3ed7541.jpg,A woman in a blue bathing suit is jumping off a dock into a lake .,14822,2964
2797438951_88a3ed7541.jpg,A woman jumping into a lake,14823,2964
2797438951_88a3ed7541.jpg,The girl is leaping into the lake .,14824,2964
2797511323_bf20acab45.jpg,A pale tan dog with a ball in its mouth waking in grass .,14825,2965
2797511323_bf20acab45.jpg,A white dog carries a white ball in its mouth .,14826,2965
2797511323_bf20acab45.jpg,A white dog is carrying a ball across the grass nearby a fence .,14827,2965
2797511323_bf20acab45.jpg,The dog is holding a ball in his mouth .,14828,2965
2797511323_bf20acab45.jpg,The white dog has a ball in its mouth .,14829,2965
2798651021_2566f2a47e.jpg,A guy sitting on the side of the road playing an accordion .,14830,2966
2798651021_2566f2a47e.jpg,A man is playing the accordion in an empty park .,14831,2966
2798651021_2566f2a47e.jpg,A man sits by a driveway in front of a white building playing an accordion .,14832,2966
2798651021_2566f2a47e.jpg,A man with an accordion sitting alongside a path .,14833,2966
2798651021_2566f2a47e.jpg,Older man playing accordion on a street .,14834,2966
2798880731_4f51634374.jpg,A dad celebrates a birthday with his family via web cam .,14835,2967
2798880731_4f51634374.jpg,A woman and two children talk on a web cam to a man . Looks like a birthday party .,14836,2967
2798880731_4f51634374.jpg,A woman and two little girls celebrate a birthday with a man over a web cam .,14837,2967
2798880731_4f51634374.jpg,A woman sits with two children while a picture of a man is on the computer on the table .,14838,2967
2798880731_4f51634374.jpg,"A woman with two children , a cake , and a laptop .",14839,2967
279901198_e7a88c855a.jpg,A brown dog being chased in a rural area,14840,2968
279901198_e7a88c855a.jpg,A few brown dogs play in some dirt near woods .,14841,2968
279901198_e7a88c855a.jpg,a group of dogs running outside down a dirt trail .,14842,2968
279901198_e7a88c855a.jpg,The dogs are running outdoors near a wooded area .,14843,2968
279901198_e7a88c855a.jpg,Two brown dogs run along a gravel road while another dog watches .,14844,2968
2799871904_3b3125518a.jpg,A gray haired woman in a yellow shirt sitting under a blue sign .,14845,2969
2799871904_3b3125518a.jpg,An older woman sits under a sign advertising a 3 slice special .,14846,2969
2799871904_3b3125518a.jpg,A woman facing down is sitting under an advertisment .,14847,2969
2799871904_3b3125518a.jpg,A woman sits underneath a sale sign .,14848,2969
2799871904_3b3125518a.jpg,A woman wearing a yellow shirt sits on a wooden bench .,14849,2969
2800004913_c8394ba332.jpg,A girl plays in the surf at the beach .,14850,2970
2800004913_c8394ba332.jpg,A kid in an ocean rides a wave .,14851,2970
2800004913_c8394ba332.jpg,A little girl is jumping into a breaking wave on the beach .,14852,2970
2800004913_c8394ba332.jpg,a young man playing in a wave at the beach,14853,2970
2800004913_c8394ba332.jpg,This boy is spreading his arms while playing in the water .,14854,2970
2800758232_d7fa598065.jpg,A man and a woman are staring into the ocean .,14855,2971
2800758232_d7fa598065.jpg,A man looking at a woman looking at water .,14856,2971
2800758232_d7fa598065.jpg,a young couple staring in front of the ocean .,14857,2971
2800758232_d7fa598065.jpg,Two people looking at a rocky view,14858,2971
2800758232_d7fa598065.jpg,Two women in coats look out into the surf .,14859,2971
2800934095_b84a5009dd.jpg,A dachshund returning a tennis ball .,14860,2972
2800934095_b84a5009dd.jpg,A dog is running through a low-cut field with a ball .,14861,2972
2800934095_b84a5009dd.jpg,A little brown dog has a ball in its mouth .,14862,2972
2800934095_b84a5009dd.jpg,A weiner dog catches a blue and yellow tennis ball .,14863,2972
2800934095_b84a5009dd.jpg,The small brown dog is running through the grass with a yellow ball in its mouth .,14864,2972
2800990525_a1f8427272.jpg,A man is walking in the street with sunglasses on top of his head .,14865,2973
2800990525_a1f8427272.jpg,A man poses outside of some buildings .,14866,2973
2800990525_a1f8427272.jpg,A man stands next to signs for the wharfs .,14867,2973
2800990525_a1f8427272.jpg,A man with sunglasses on his head is standing by signs for the Wharf and ferry terminal .,14868,2973
2800990525_a1f8427272.jpg,A man with sunglasses on his head poses for a picture near the wharf .,14869,2973
2801146217_03a0b59ccb.jpg,A man and a woman relaxing after a workout,14870,2974
2801146217_03a0b59ccb.jpg,A man and a woman resting after exercise .,14871,2974
2801146217_03a0b59ccb.jpg,A man with his shirt off sweats profusely as he takes a break by a wall .,14872,2974
2801146217_03a0b59ccb.jpg,There is a shirtless man leaning against a wall and a woman in a red shirt with her back to him .,14873,2974
2801146217_03a0b59ccb.jpg,Two people stand against a wall after a workout .,14874,2974
2801851082_8c3c480c0f.jpg,A blond boy with a rubber innertube over his shoulder .,14875,2975
2801851082_8c3c480c0f.jpg,A boy holding a float .,14876,2975
2801851082_8c3c480c0f.jpg,A boy plays with a water tube .,14877,2975
2801851082_8c3c480c0f.jpg,A kid without a shirt uses an innertube for shade .,14878,2975
2801851082_8c3c480c0f.jpg,A young blond boy with long hair with a large innertube drapped around his body,14879,2975
2802337003_56e555cd30.jpg,A boy wearing brown shorts pouring water over his head .,14880,2976
2802337003_56e555cd30.jpg,A child in a standing in a stream dumps a bucket of water on his or her head .,14881,2976
2802337003_56e555cd30.jpg,A person is taking a blue bucket full of water and pouring it over themselves .,14882,2976
2802337003_56e555cd30.jpg,A young boy dumping a pail of water over his head .,14883,2976
2802337003_56e555cd30.jpg,A young child is standing in a river pouring a large green bucket of water over his head .,14884,2976
2804374083_311f98f5f2.jpg,A girl in a pink bikini screaming at the end of a water slide emerging into a pool .,14885,2977
2804374083_311f98f5f2.jpg,A girl laughing on a water slide .,14886,2977
2804374083_311f98f5f2.jpg,A young girl in a pink bikini laughs at the bottom of a water slide .,14887,2977
2804374083_311f98f5f2.jpg,A young girl in a pink swimsuit at the bottom of a water slide .,14888,2977
2804374083_311f98f5f2.jpg,Child in swimsuit squints and opens mouth as she lands at water slide bottom .,14889,2977
2804851816_9aae9071ca.jpg,A brown dog has a ball in his mouth while playing in the fence .,14890,2978
2804851816_9aae9071ca.jpg,A brown dog runs with a toy in his mouth through long green grass .,14891,2978
2804851816_9aae9071ca.jpg,"The brown dog is running through a field , with a ball in its mouth .",14892,2978
2804851816_9aae9071ca.jpg,The brown dog is running through the dry grass with a ball in its mouth .,14893,2978
2804851816_9aae9071ca.jpg,The brown dog with pointy ears is holding a ball in its mouth .,14894,2978
2805101709_1c8916f63a.jpg,A blonde girl climbing on a play set .,14895,2979
2805101709_1c8916f63a.jpg,A girl playing on a playground,14896,2979
2805101709_1c8916f63a.jpg,A girl wearing a dress holds on to both rails of the climbing frame .,14897,2979
2805101709_1c8916f63a.jpg,A young girl hanging from a jungle gym .,14898,2979
2805101709_1c8916f63a.jpg,Girl in dress hanging on orange rails,14899,2979
2805822564_6dee48e506.jpg,"A teenage girl running on a beach shouting , with an older man walking behind her .",14900,2980
2805822564_6dee48e506.jpg,a young child running along the shore at a beach,14901,2980
2805822564_6dee48e506.jpg,A young girl plays in the sand on a beach .,14902,2980
2805822564_6dee48e506.jpg,"Child yelling and walking across sand , another figure and ocean in background .",14903,2980
2805822564_6dee48e506.jpg,The girl is running on the sand near the beach .,14904,2980
2805873509_4f68afc4b4.jpg,A guy with a backpack on .,14905,2981
2805873509_4f68afc4b4.jpg,A hiker is standing by a mound of rocks on the path .,14906,2981
2805873509_4f68afc4b4.jpg,A man hikes up a rocky hill .,14907,2981
2805873509_4f68afc4b4.jpg,A man with a backpack on a hill next to a rock outcroping .,14908,2981
2805873509_4f68afc4b4.jpg,A man with a backpack stands beside a rock .,14909,2981
2806632713_edd6f6c893.jpg,A person belted into a bungee-jumping ride in midair .,14910,2982
2806632713_edd6f6c893.jpg,A person is flipping upside down while attached to some bungee cords .,14911,2982
2806632713_edd6f6c893.jpg,A person is suspended by wires and poles against a blue sky .,14912,2982
2806632713_edd6f6c893.jpg,A person wearing a white shirt and blue shorts with cables attached to him .,14913,2982
2806632713_edd6f6c893.jpg,A shoeless strapped in individual jumping with rubber bands attached is airborne .,14914,2982
2806710650_e201acd913.jpg,A person in a red striped hooded sweatshirt and jeans shorts walking on a grassy hill .,14915,2983
2806710650_e201acd913.jpg,A person wearing a striped shirt is walking on a hill .,14916,2983
2806710650_e201acd913.jpg,A woman in a striped sweater is standing on a hill .,14917,2983
2806710650_e201acd913.jpg,A woman walking across a hill with dark clouds in the background .,14918,2983
2806710650_e201acd913.jpg,One person with a pink and black striped shirt and white shorts walking up a hill .,14919,2983
280706862_14c30d734a.jpg,"A black dog emerges from the water onto the sand , holding a white object in its mouth .",14920,2984
280706862_14c30d734a.jpg,A black dog emerges from the water with a white ball in its mouth .,14921,2984
280706862_14c30d734a.jpg,A black dog on a beach carrying a ball in its mouth .,14922,2984
280706862_14c30d734a.jpg,a black dog walking out of the water with a white ball in his mouth .,14923,2984
280706862_14c30d734a.jpg,The black dog jumps out of the water with something in its mouth .,14924,2984
2807177340_bc85291df5.jpg,A boy playing on a playground,14925,2985
2807177340_bc85291df5.jpg,A boys plays at the playground .,14926,2985
2807177340_bc85291df5.jpg,A child in jeans and a t-shirt hangs from monkey-bars at a playground .,14927,2985
2807177340_bc85291df5.jpg,African-american boy is playing on playground .,14928,2985
2807177340_bc85291df5.jpg,A smiling boy hangs onto a zip-line structure at a playground .,14929,2985
2807209904_389d81f33a.jpg,a group of policeman in front of a glass building,14930,2986
2807209904_389d81f33a.jpg,A group of policemen are standing outside of a building .,14931,2986
2807209904_389d81f33a.jpg,A group of police officers outside a city building .,14932,2986
2807209904_389d81f33a.jpg,a group of police officers patroling the streets with a building in the background,14933,2986
2807209904_389d81f33a.jpg,Policemen are gathered around a glass building .,14934,2986
2808098783_c56b44befa.jpg,A brown and white dog is licking a dog that looks very similar .,14935,2987
2808098783_c56b44befa.jpg,A brown and white dog is licking a small brown terrier .,14936,2987
2808098783_c56b44befa.jpg,Two blurry dogs .,14937,2987
2808098783_c56b44befa.jpg,Two brown and white dogs are standing on a sidewalk .,14938,2987
2808098783_c56b44befa.jpg,Two small brown and white dogs stand together .,14939,2987
2808870080_4ea4f3327e.jpg,A brown dog is by a fence where a brown cow is .,14940,2988
2808870080_4ea4f3327e.jpg,a brown dog is sniffing the ground by a cow that is standing behind a wooden fence .,14941,2988
2808870080_4ea4f3327e.jpg,A brown dog sniffing at the fence of a brown bull .,14942,2988
2808870080_4ea4f3327e.jpg,A dog and cow standing at a fence .,14943,2988
2808870080_4ea4f3327e.jpg,a dog sniffing the brushes while a bull looks on,14944,2988
280932151_ae14a67be5.jpg,A white dog running from a wooded area .,14945,2989
280932151_ae14a67be5.jpg,A white dog running through woods .,14946,2989
280932151_ae14a67be5.jpg,A white dog runs toward the camera .,14947,2989
280932151_ae14a67be5.jpg,Dog runs through trees toward camera,14948,2989
280932151_ae14a67be5.jpg,The white dog looks happy running .,14949,2989
2809793070_1a3387cd6e.jpg,Three black dogs are on a beach .,14950,2990
2809793070_1a3387cd6e.jpg,Three black dogs playing on the beach .,14951,2990
2809793070_1a3387cd6e.jpg,Three black dogs play on sand outside .,14952,2990
2809793070_1a3387cd6e.jpg,three dogs playing on a beach,14953,2990
2809793070_1a3387cd6e.jpg,Three large black dogs are playing on the shore near the ocean .,14954,2990
2810333931_47fd8dd340.jpg,A group of children carrying poles and swords .,14955,2991
2810333931_47fd8dd340.jpg,A group of kids stand in a row holding sticks and swords .,14956,2991
2810333931_47fd8dd340.jpg,"Children group together in front of a crowd , holding long sticks .",14957,2991
2810333931_47fd8dd340.jpg,Kids standing in a line with family watching in the background,14958,2991
2810333931_47fd8dd340.jpg,There is a group of 8 young children holding sticks while standing in the grass .,14959,2991
2810412010_f8b3bc1207.jpg,"A person with long hair emerging from a pool of water , their hair whipping around , and water cascading from the hair .",14960,2992
2810412010_f8b3bc1207.jpg,A woman is flinging water with her hair .,14961,2992
2810412010_f8b3bc1207.jpg,A woman is throwing her wet hair back creating a pattern with the dripping water .,14962,2992
2810412010_f8b3bc1207.jpg,A woman whips her hair out of the water .,14963,2992
2810412010_f8b3bc1207.jpg,The spray from water ejected by a woman 's hair is reflecting the sunlight .,14964,2992
2812125355_5e11a76533.jpg,A boy eats with chopsticks .,14965,2993
2812125355_5e11a76533.jpg,A little boy is eating a piece of sushi with his chopsticks .,14966,2993
2812125355_5e11a76533.jpg,An Asian boy eats with chopsticks .,14967,2993
2812125355_5e11a76533.jpg,A young boy eats food with chopsticks .,14968,2993
